-1.000000000000000000e+00 -2.083716952527914223e-02
-9.797979797979797789e-01 4.121145810895598949e-02
-9.595959595959595578e-01 9.979506513801994494e-02
-9.393939393939394478e-01 1.451762774483456031e-01
-9.191919191919192267e-01 1.624480206316134545e-01
-8.989898989898990056e-01 1.377412729226741295e-01
-8.787878787878787845e-01 7.223095277362401312e-02
-8.585858585858585634e-01 -7.530124170307628262e-03
-8.383838383838383423e-01 -6.361300285984294867e-02
-8.181818181818181213e-01 -7.526501428971665852e-02
-7.979797979797980112e-01 -4.735494291052844140e-02
-7.777777777777777901e-01 2.846810036793323562e-03
-7.575757575757575690e-01 5.870418320373738119e-02
-7.373737373737373479e-01 1.088913121236310122e-01
-7.171717171717171269e-01 1.471405092473181409e-01
-6.969696969696970168e-01 1.707136856915367762e-01
-6.767676767676766847e-01 1.790145285159734367e-01
-6.565656565656565746e-01 1.726149358245427923e-01
-6.363636363636363535e-01 1.526887103566678672e-01
-6.161616161616161325e-01 1.208936122125907620e-01
-5.959595959595959114e-01 7.989082359484123153e-02
-5.757575757575756903e-01 3.482837581783759795e-02
-5.555555555555555802e-01 -4.042231321512934628e-03
-5.353535353535352481e-01 -1.878153133880711145e-02
-5.151515151515151381e-01 1.374149669088020609e-02
-4.949494949494949170e-01 1.054264338627819431e-01
-4.747474747474746959e-01 2.306446877587149391e-01
-4.545454545454544748e-01 3.284550717934437980e-01
-4.343434343434342537e-01 3.523395470762513693e-01
-4.141414141414141437e-01 3.059624168600392213e-01
-3.939393939393939226e-01 2.275470209252390408e-01
-3.737373737373737015e-01 1.599205548239257535e-01
-3.535353535353534804e-01 1.328756272379278958e-01
-3.333333333333332593e-01 1.562210634159006961e-01
-3.131313131313130382e-01 2.197245741157216603e-01
-2.929292929292928171e-01 2.993974817519948761e-01
-2.727272727272727071e-01 3.685206194788548384e-01
-2.525252525252524860e-01 4.096684925663474086e-01
-2.323232323232322649e-01 4.230642393233210452e-01
-2.121212121212120438e-01 4.265884906332673143e-01
-1.919191919191918227e-01 4.454032019177731616e-01
-1.717171717171716017e-01 4.966300085720132262e-01
-1.515151515151514916e-01 5.802347399361036384e-01
-1.313131313131312705e-01 6.817633758702241753e-01
-1.111111111111110494e-01 7.818710780956730222e-01
-9.090909090909082835e-02 8.646401943778958543e-01
-7.070707070707060726e-02 9.213386650731762995e-01
-5.050505050505038618e-02 9.506476584042793387e-01
-3.030303030303027612e-02 9.573322615390502666e-01
-1.010101010101005503e-02 9.502668387548862672e-01
1.010101010101016605e-02 9.394710640579335692e-01
3.030303030303049816e-02 9.315568740776749568e-01
5.050505050505060822e-02 9.245851458602627471e-01
7.070707070707071829e-02 9.062254774349478570e-01
9.090909090909105039e-02 8.601117233496353709e-01
1.111111111111111605e-01 7.800779304577403206e-01
1.313131313131314926e-01 6.806189728722740195e-01
1.515151515151516026e-01 5.890629916152008150e-01
1.717171717171717127e-01 5.248319060535773239e-01
1.919191919191920448e-01 4.875952614070491187e-01
2.121212121212121549e-01 4.625365888464552100e-01
2.323232323232324870e-01 4.331838264202221289e-01
2.525252525252525970e-01 3.913866402693726432e-01
2.727272727272729291e-01 3.401510974576311686e-01
2.929292929292930392e-01 2.900400617272147485e-01
3.131313131313131493e-01 2.524674959025456911e-01
3.333333333333334814e-01 2.332686857892800614e-01
3.535353535353535914e-01 2.292168590135787998e-01
3.737373737373739235e-01 2.296920326868436835e-01
3.939393939393940336e-01 2.232563534628801971e-01
4.141414141414143657e-01 2.045129737754800558e-01
4.343434343434344758e-01 1.761019449838991946e-01
4.545454545454545858e-01 1.456237303888987533e-01
4.747474747474749179e-01 1.211228108303925577e-01
4.949494949494950280e-01 1.080318100593828934e-01
5.151515151515153601e-01 1.079584711933678776e-01
5.353535353535354702e-01 1.183181173667091635e-01
5.555555555555555802e-01 1.324940469498308016e-01
5.757575757575759123e-01 1.416360568602619274e-01
5.959595959595960224e-01 1.384930844415923623e-01
6.161616161616163545e-01 1.210545586919242744e-01
6.363636363636364646e-01 9.333944874702249095e-02
6.565656565656567967e-01 6.325164165371943703e-02
6.767676767676769067e-01 3.938861947284388876e-02
6.969696969696970168e-01 2.834813043725148418e-02
7.171717171717173489e-01 3.292962190892034791e-02
7.373737373737374590e-01 5.107457091742095834e-02
7.575757575757577911e-01 7.557558559650878749e-02
7.777777777777779011e-01 9.519344799562734494e-02
7.979797979797982332e-01 9.847721651609298021e-02
8.181818181818183433e-01 8.111688140151063209e-02
8.383838383838384534e-01 5.314952740688538846e-02
8.585858585858587855e-01 3.434883491376905518e-02
8.787878787878788955e-01 3.370297496100160828e-02
8.989898989898992276e-01 4.070836317849235719e-02
9.191919191919193377e-01 4.410273120095031807e-02
9.393939393939394478e-01 4.335748352687729401e-02
9.595959595959597799e-01 4.117159445655693695e-02
9.797979797979798899e-01 3.687817255821190798e-02
1.000000000000000000e+00 2.629551847894773253e-02
