-1.000000000000000000e+00 5.578141668072578163e-02
-9.797979797979797789e-01 8.883028577228091471e-02
-9.595959595959595578e-01 9.502379088310530797e-02
-9.393939393939394478e-01 8.392379839798791430e-02
-9.191919191919192267e-01 6.731978434473862016e-02
-8.989898989898990056e-01 5.510952177200656443e-02
-8.787878787878787845e-01 5.238851980977421441e-02
-8.585858585858585634e-01 5.932295246264263078e-02
-8.383838383838383423e-01 7.301117515256838608e-02
-8.181818181818181213e-01 8.962233681695308540e-02
-7.979797979797980112e-01 1.057914829219497310e-01
-7.777777777777777901e-01 1.191637894598931435e-01
-7.575757575757575690e-01 1.283887446051144021e-01
-7.373737373737373479e-01 1.328752572580824687e-01
-7.171717171717171269e-01 1.325049703079723695e-01
-6.969696969696970168e-01 1.274049127522587366e-01
-6.767676767676766847e-01 1.178323143167776532e-01
-6.565656565656565746e-01 1.042136301100635709e-01
-6.363636363636363535e-01 8.738763692580486797e-02
-6.161616161616161325e-01 6.909996790550709811e-02
-5.959595959595959114e-01 5.272285476545435223e-02
-5.757575757575756903e-01 4.391000857790250400e-02
-5.555555555555555802e-01 5.031560882039065596e-02
-5.353535353535352481e-01 7.885245282896291563e-02
-5.151515151515151381e-01 1.296946953802724511e-01
-4.949494949494949170e-01 1.905098319457680933e-01
-4.747474747474746959e-01 2.392628740365549955e-01
-4.545454545454544748e-01 2.581997001417326576e-01
-4.343434343434342537e-01 2.466921068479968060e-01
-4.141414141414141437e-01 2.202341607225186682e-01
-3.939393939393939226e-01 1.990390244696207400e-01
-3.737373737373737015e-01 1.973740182751055894e-01
-3.535353535353534804e-01 2.192293369832285510e-01
-3.333333333333332593e-01 2.596361633470507524e-01
-3.131313131313130382e-01 3.088813710951765490e-01
-2.929292929292928171e-01 3.571960898846733290e-01
-2.727272727272727071e-01 3.984049549837458404e-01
-2.525252525252524860e-01 4.317907759759564978e-01
-2.323232323232322649e-01 4.618841177969505996e-01
-2.121212121212120438e-01 4.962444207513316830e-01
-1.919191919191918227e-01 5.419153995311527527e-01
-1.717171717171716017e-01 6.020173732667879474e-01
-1.515151515151514916e-01 6.741458766766526001e-01
-1.313131313131312705e-01 7.513385265043475147e-01
-1.111111111111110494e-01 8.248878256984706336e-01
-9.090909090909082835e-02 8.873842117982853051e-01
-7.070707070707060726e-02 9.346390542743436836e-01
-5.050505050505038618e-02 9.660887031228566624e-01
-3.030303030303027612e-02 9.840370567366496513e-01
-1.010101010101005503e-02 9.922018001908903262e-01
1.010101010101016605e-02 9.937834668739415900e-01
3.030303030303049816e-02 9.893663180867984241e-01
5.050505050505060822e-02 9.756847234425947146e-01
7.070707070707071829e-02 9.468129424149134277e-01
9.090909090909105039e-02 8.981082150165027311e-01
1.111111111111111605e-01 8.304497954310534613e-01
1.313131313131314926e-01 7.511932991577363605e-01
1.515151515151516026e-01 6.709338328289826681e-01
1.717171717171717127e-01 5.987599301133628149e-01
1.919191919191920448e-01 5.392497024692921581e-01
2.121212121212121549e-01 4.923054968506708207e-01
2.323232323232324870e-01 4.548771649809044693e-01
2.525252525252525970e-01 4.230695800875650114e-01
2.727272727272729291e-01 3.936103046964225527e-01
2.929292929292930392e-01 3.644002595648807574e-01
3.131313131313131493e-01 3.344505212234483160e-01
3.333333333333334814e-01 3.037043287972251981e-01
3.535353535353535914e-01 2.730165845213290421e-01
3.737373737373739235e-01 2.441467612991476965e-01
3.939393939393940336e-01 2.194066985349469867e-01
4.141414141414143657e-01 2.008013295821624578e-01
4.343434343434344758e-01 1.889517224013430585e-01
4.545454545454545858e-01 1.824379388430932281e-01
4.747474747474749179e-01 1.781313099045784831e-01
4.949494949494950280e-01 1.725212608095980649e-01
5.151515151515153601e-01 1.633139324426546857e-01
5.353535353535354702e-01 1.503192107566360125e-01
5.555555555555555802e-01 1.351564785893526466e-01
5.757575757575759123e-01 1.201539988909041679e-01
5.959595959595960224e-01 1.072563994158934886e-01
6.161616161616163545e-01 9.752461401572265487e-02
6.363636363636364646e-01 9.125496225728091382e-02
6.565656565656567967e-01 8.834723809013800278e-02
6.767676767676769067e-01 8.852226220004211221e-02
6.969696969696970168e-01 9.121204458910736612e-02
7.171717171717173489e-01 9.521711619764428036e-02
7.373737373737374590e-01 9.844657163989456450e-02
7.575757575757577911e-01 9.820234805923422350e-02
7.777777777777779011e-01 9.239092924730862855e-02
7.979797979797982332e-01 8.135890699864112285e-02
8.181818181818183433e-01 6.871340532281844382e-02
8.383838383838384534e-01 5.922990864767019303e-02
8.585858585858587855e-01 5.514612219284842354e-02
8.787878787878788955e-01 5.527685315133124000e-02
8.989898989898992276e-01 5.754818751627399642e-02
9.191919191919193377e-01 6.059934157226121165e-02
9.393939393939394478e-01 6.294816355903942728e-02
9.595959595959597799e-01 6.196289656817288716e-02
9.797979797979798899e-01 5.384885295289287832e-02
1.000000000000000000e+00 3.415156100440497333e-02
